org,file_,URL,File,Lines_of_code,Require,Ensure,Include,Attribute,Hard_coded_string,Comment,Command,File_mode,SSH_KEY
MOZILLA,oldpto/nubis/builder/artifacts/v1.2.1_7d2a422a43687604c918574208d13f1bc57c15fb/amazon-ebs-amazon-linux-packages.pp,0,4,1467,0,489,0,489,978,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.2.1_7d2a422a43687604c918574208d13f1bc57c15fb/amazon-ebs-ubuntu-packages.pp,0,1,1710,0,570,0,570,1140,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.1.0/amazon-ebs-amazon-linux-packages.pp,0,4,1476,0,492,0,492,984,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.1.0/amazon-ebs-ubuntu-packages.pp,0,1,1719,0,573,0,573,1146,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.6.0-dev_6c2b6a10fe7d9aa021a3e24e2956f7d26dbf6497/amazon-ebs-amazon-linux-packages.pp,0,4,1473,0,491,0,491,982,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.6.0-dev_6c2b6a10fe7d9aa021a3e24e2956f7d26dbf6497/amazon-ebs-ubuntu-packages.pp,0,1,1713,0,571,0,571,1142,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.2.3_ac4757eca49418d41d6386154be400f8e94f38f9/amazon-ebs-amazon-linux-packages.pp,0,4,1470,0,490,0,490,980,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.2.3_ac4757eca49418d41d6386154be400f8e94f38f9/amazon-ebs-ubuntu-packages.pp,0,1,1719,0,573,0,573,1146,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.2.0_4dfc52dd582c37b83d64eb5d33fed53cebe5cf2c/amazon-ebs-amazon-linux-packages.pp,0,4,1464,0,488,0,488,976,0,0,0,0
MOZILLA,oldpto/nubis/builder/artifacts/v1.2.0_4dfc52dd582c37b83d64eb5d33fed53cebe5cf2c/amazon-ebs-ubuntu-packages.pp,0,1,1719,0,573,0,573,1146,0,0,0,0
MOZILLA,oldpto/nubis/puppet/00_sso.pp,2,2,62,1,6,0,13,18,4,0,0,0
MOZILLA,oldpto/nubis/puppet/web.pp,1,2,104,2,4,1,32,57,7,0,1,0
